descricao,contacontabil,desc_contacontabil
prestacao servicos conforme nf 822 laboratorio patologia vdo s valor 3500.00 d,504,clientes
prestacao servicos conforme nf 823 mikros tj anatomia patologica e citologica valor 1995.61 d,504,clientes
prestacao servicos conforme nf 824 dlc diagnosticos valor 155.68 d,504,clientes
prestacao servicos conforme nf 825 dlc diagnosticos valor 180.00 d,504,clientes
prestacao servicos conforme nf 826 bml patologia eireli valor 500.00 d,504,clientes
prestacao servicos conforme nf 827 instituto anatomia patologica e citopatologia dkj ltda me valor 891.00 d,504,clientes
prestacao servicos conforme nf 828 incito instituto citopatologia e anatomia patologica piaui ltda valor 637.53 d,504,clientes
prestacao servicos conforme nf 829 citopar centro cito patologia parana ltda valor 210.00 d,504,clientes
prestacao servicos conforme nf 830 lgl assessoria medica ltda valor 1372.89 d,504,clientes
prestacao servicos conforme nf 831 lgl assessoria medica ltda valor 674.00 d,504,clientes
prestacao servicos conforme nf 832 mikros tj anatomia patologica e citologica valor 205.66 d,504,clientes
prestacao servicos conforme nf 833 lapac laboratorio anatomia patologica e citopatologia ltda valor 140.79 d,504,clientes
prestacao servicos conforme nf 834 anatomia patologica e citologia valor 2450.00 d,504,clientes
prestacao servicos conforme nf 835 anatomia patologica e citologia valor 450.00 d,504,clientes
prestacao servicos conforme nf 836 php patologia humana diagnostica ltda valor 2066.26 d,504,clientes
prestacao servicos conforme nf 837 cpm laboratorio patocito caxias ltda valor 380.00 d,504,clientes
prestacao servicos conforme nf 838 cpm laboratorio patocito caxias ltda valor 519.83 d,504,clientes
prestacao servicos conforme nf 839 cpm laboratorio patocito caxias ltda valor 1100.02 d,504,clientes
prestacao servicos conforme nf 840 cpm laboratorio patocito caxias ltda valor 3208.58 d,504,clientes
recebimento cliente valor 340.00 c,504,clientes
prestacao servicos conforme nf 841 fundacao abc unidade apoio administrativo valor 1600.00 d,504,clientes
prestacao servicos conforme nf 842 bml patologia eireli valor 2717.07 d,504,clientes
prestacao servicos conforme nf 843 laboratorio patologia dr menezes ltda valor 100.00 d,504,clientes
prestacao servicos conforme nf 844 instituto gastroenterologia uberlandia ltda valor 700.00 d,504,clientes
recebimento cliente valor 950.00 c,504,clientes
prestacao servicos conforme nf 846 endovita ltda valor 250.37 d,504,clientes
prestacao servicos conforme nf 847 centro diagnostico anatomia patologica e analises clinicas ltda valor 988.05 d,504,clientes
recebimento cliente valor 255.08 c,504,clientes
prestacao servicos conforme nf 848 macro e micro anatomia patologia ss valor 3320.96 d,504,clientes
prestacao servicos conforme nf 849 mikros tj anatomia patologica e citologica valor 200.00 d,504,clientes
prestacao servicos conforme nf 850 lgl assessoria medica ltda valor 295.00 d,504,clientes
prestacao servicos conforme nf 851 citopar centro cito patologia parana ltda valor 900.00 d,504,clientes
prestacao servicos conforme nf 852 clientes diversos valor 1962.01 d,504,clientes
prestacao servicos conforme nf 853 apci diagnosticos medicos ss ltda valor 1100.00 d,504,clientes
prestacao servicos conforme nf 854 patho diagnose ctro diagn medico pat ss ltda valor 1393.89 d,504,clientes
prestacao servicos conforme nf 855 citopat laboratorio patologia ltda valor 1297.74 d,504,clientes
recebimento cliente valor 3400.00 c,504,clientes
prestacao servicos conforme nf 856 cpda centro procedimentos diagnosticos amazonia ltda valor 927.91 d,504,clientes
prestacao servicos conforme nf 857 bml patologia eireli valor 500.00 d,504,clientes
prestacao servicos conforme nf 858 diagnosticos falcao ltda valor 900.00 d,504,clientes
prestacao servicos conforme nf 859 citolabor laboratorio clinico ltda valor 380.00 d,504,clientes
prestacao servicos conforme nf 860 citomed diagnosticos ltda valor 582.15 d,504,clientes
prestacao servicos conforme nf 861 gastrocentro umc diagnosticos medicos ltda valor 759.19 d,504,clientes
prestacao servicos conforme nf 862 laps laboratorio anatomo patologico serapiao sc ltda epp valor 739.69 d,504,clientes
recebimento cliente valor 674.00 c,504,clientes
recebimento cliente valor 1372.89 c,504,clientes
prestacao servicos conforme nf 863 centro integrado citologia e colposcopia valor 1003.13 d,504,clientes
prestacao servicos conforme nf 864 instituto presbiteriano mackenzie valor 1320.96 d,504,clientes
recebimento cliente valor 140.79 c,504,clientes
recebimento cliente valor 205.66 c,504,clientes
prestacao servicos conforme nf 865 bml patologia eireli valor 500.00 d,504,clientes
prestacao servicos conforme nf 866 php patologia humana diagnostica ltda valor 190.00 d,504,clientes
prestacao servicos conforme nf 867 anatomia patologica e citologia valor 222.85 d,504,clientes
prestacao servicos conforme nf 868 laboratorio oikawa eireli valor 900.00 d,504,clientes
prestacao servicos conforme nf 869 laboratorio patologia kcm sociedade medica ltda epp valor 1780.00 d,504,clientes
prestacao servicos conforme nf 870 instituto patologia aracatuba ltda valor 3337.83 d,504,clientes
prestacao servicos conforme nf 871 gastroclinica ltda valor 333.11 d,504,clientes
prestacao servicos conforme nf 872 lapac laboratorio anatomia patologica e citopatologia ltda valor 70.00 d,504,clientes
prestacao servicos conforme nf 873 rdb analises clinicas ltda valor 1530.10 d,504,clientes
prestacao servicos conforme nf 874 centro citologico imperatriz ltda valor 600.00 d,504,clientes
prestacao servicos conforme nf 875 liga paranaense combate ao cancer valor 1380.00 d,504,clientes
prestacao servicos conforme nf 876 dlc diagnosticos valor 3291.50 d,504,clientes
prestacao servicos conforme nf 877 50236 laboratorio anatomia patologic valor 956.62 d,504,clientes
prestacao servicos conforme nf 878 centro diagnostico patologia ltda valor 1314.10 d,504,clientes
prestacao servicos conforme nf 879 pathology diagnosticos medicina ltda valor 374.00 d,504,clientes
prestacao servicos conforme nf 880 lgl assessoria medica ltda valor 908.69 d,504,clientes
prestacao servicos conforme nf 881 laboratorio patologia dr menezes ltda valor 1302.39 d,504,clientes
prestacao servicos conforme nf 882 citopar centro cito patologia parana ltda valor 3176.32 d,504,clientes
prestacao servicos conforme nf 883 rezende e bringel medicina diagnostica ltda valor 358.73 d,504,clientes
prestacao servicos conforme nf 884 clientes diversos valor 1624.46 d,504,clientes
prestacao servicos conforme nf 885 centro apoio patologia guarapuava valor 1317.53 d,504,clientes
prestacao servicos conforme nf 886 imunocore laboratorio patologia ltda valor 580.00 d,504,clientes
prestacao servicos conforme nf 887 clinica bem estar ltda epp valor 564.06 d,504,clientes
prestacao servicos conforme nf 888 karla patricia casemiro valor 1102.55 d,504,clientes
prestacao servicos conforme nf 889 karla patricia casemiro valor 250.00 d,504,clientes
prestacao servicos conforme nf 890 branne laboratorio patologia ltda valor 1995.61 d,504,clientes
prestacao servicos conforme nf 891 citopar centro cito patologia parana ltda valor 200.00 d,504,clientes
recebimento cliente valor 3478.64 c,504,clientes
prestacao servicos conforme nf 892 gastroclinica ltda valor 200.00 d,504,clientes
prestacao servicos conforme nf 893 biopsia laboratorio anatomopatologia e citopatologia ltda valor 100.00 d,504,clientes
prestacao servicos conforme nf 894 biopsia laboratorio anatomopatologia e citopatologia ltda valor 737.04 d,504,clientes
prestacao servicos conforme nf 895 cenpat joao bosco parentes vieira valor 3478.64 d,504,clientes
prestacao servicos conforme nf 896 clientes diversos valor 158.84 d,504,clientes
prestacao servicos conforme nf 897 citopar centro cito patologia parana ltda valor 150.00 d,504,clientes
prestacao servicos conforme nf 898 lgr patologia ltda valor 2645.90 d,504,clientes
prestacao servicos conforme nf 899 laboratorio patologia concordia ltda valor 1010.97 d,504,clientes
prestacao servicos conforme nf 900 nadia aparecida lorencette anatomia patologia ltda valor 1050.57 d,504,clientes
prestacao servicos conforme nf 901 lapac laboratorio anatomia patologica e citopatologia ltda valor 982.09 d,504,clientes
prestacao servicos conforme nf 902 incito instituto citopatologia e anatomia patologica piaui ltda valor 637.53 d,504,clientes
prestacao servicos conforme nf 903 cpda centro procedimentos diagnosticos amazonia ltda valor 250.00 d,504,clientes
prestacao servicos conforme nf 904 diagnosticos falcao ltda valor 350.00 d,504,clientes
prestacao servicos conforme nf 905 centro apoio patologia guarapuava valor 250.00 d,504,clientes
prestacao servicos conforme nf 906 moreira junior valor 300.00 d,504,clientes
prestacao servicos conforme nf 907 laboratorio lapaci ltda valor 714.00 d,504,clientes
prestacao servicos conforme nf 908 icap instituto citologia e anatomia patologica ltda valor 2600.00 d,504,clientes
prestacao servicos conforme nf 910 laco labortorio ltda valor 815.30 d,504,clientes
prestacao servicos conforme nf 911 moreira junior valor 770.06 d,504,clientes
prestacao servicos conforme nf 912 clientes diversos valor 200.00 d,504,clientes
prestacao servicos conforme nf 913 bml patologia eireli valor 500.00 d,504,clientes
prestacao servicos conforme nf 914 laboratorio patologia vdo s valor 3500.00 d,504,clientes
prestacao servicos conforme nf 915 instituto gastroenterologia uberlandia ltda valor 700.00 d,504,clientes
prestacao servicos conforme nf 916 dlc diagnosticos valor 180.00 d,504,clientes
prestacao servicos conforme nf 917 dlc diagnosticos valor 155.68 d,504,clientes
prestacao servicos conforme nf 918 mikros tj anatomia patologica e citologica valor 1995.61 d,504,clientes
prestacao servicos conforme nf 919 citolabor laboratorio clinico ltda valor 380.00 d,504,clientes
prestacao servicos conforme nf 921 citopar centro cito patologia parana ltda valor 210.00 d,504,clientes
prestacao servicos conforme nf 922 instituto anatomia patologica e citopatologia dkj ltda me valor 891.00 d,504,clientes
prestacao servicos conforme nf 923 citopar centro cito patologia parana ltda valor 400.00 d,504,clientes
prestacao servicos conforme nf 924 gastroclinica ltda valor 500.00 d,504,clientes
prestacao servicos conforme nf 925 mikros tj anatomia patologica e citologica valor 189.28 d,504,clientes
prestacao servicos conforme nf 926 lapac laboratorio anatomia patologica e citopatologia ltda valor 155.99 d,504,clientes
prestacao servicos conforme nf 927 lgl assessoria medica ltda valor 645.00 d,504,clientes
prestacao servicos conforme nf 928 lgl assessoria medica ltda valor 656.00 d,504,clientes
prestacao servicos conforme nf 929 lgl assessoria medica ltda valor 3400.00 d,504,clientes
prestacao servicos conforme nf 930 anatomia patologica e citologia valor 2450.00 d,504,clientes
prestacao servicos conforme nf 931 citodiagnostico ss ltda valor 703.12 d,504,clientes
prestacao servicos conforme nf 932 macro e micro anatomia patologia ss valor 550.00 d,504,clientes
prestacao servicos conforme nf 934 fundacao abc unidade apoio administrativo valor 1600.00 d,504,clientes
prestacao servicos conforme nf 935 endovita ltda valor 250.37 d,504,clientes
prestacao servicos conforme nf 937 anatomia patologica e citologia valor 450.00 d,504,clientes
prestacao servicos conforme nf 938 cpm laboratorio patocito caxias ltda valor 380.00 d,504,clientes
prestacao servicos conforme nf 939 cpm laboratorio patocito caxias ltda valor 519.83 d,504,clientes
prestacao servicos conforme nf 940 cpm laboratorio patocito caxias ltda valor 1100.02 d,504,clientes
prestacao servicos conforme nf 941 cpm laboratorio patocito caxias ltda valor 3208.58 d,504,clientes
prestacao servicos conforme nf 942 php patologia humana diagnostica ltda valor 2066.26 d,504,clientes
prestacao servicos conforme nf 943 php patologia humana diagnostica ltda valor 190.00 d,504,clientes
prestacao servicos conforme nf 944 citopat laboratorio patologia ltda valor 1297.74 d,504,clientes
prestacao servicos conforme nf 945 centro diagnostico anatomia patologica e analises clinicas ltda valor 988.05 d,504,clientes
prestacao servicos conforme nf 946 gastroclinica ltda valor 333.11 d,504,clientes
prestacao servicos conforme nf 947 clientes diversos valor 1962.01 d,504,clientes
prestacao servicos conforme nf 948 laboratorio patologia concordia ltda valor 250.00 d,504,clientes
prestacao servicos conforme nf 949 diagnosticos falcao ltda valor 900.00 d,504,clientes
prestacao servicos conforme nf 950 bml patologia eireli valor 2717.07 d,504,clientes
prestacao servicos conforme nf 951 macro e micro anatomia patologia ss valor 3320.96 d,504,clientes
prestacao servicos conforme nf 953 cpda centro procedimentos diagnosticos amazonia ltda valor 250.00 d,504,clientes
prestacao servicos conforme nf 954 cpda centro procedimentos diagnosticos amazonia ltda valor 927.91 d,504,clientes
prestacao servicos conforme nf 955 lgl assessoria medica ltda valor 295.00 d,504,clientes
prestacao servicos conforme nf 956 mikros tj anatomia patologica e citologica valor 200.00 d,504,clientes
recebimento cliente valor 2233.00 c,504,clientes
recebimento cliente valor 258.54 c,504,clientes
prestacao servicos conforme nf 957 patho diagnose ctro diagn medico pat ss ltda valor 1393.89 d,504,clientes
prestacao servicos conforme nf 958 citomed diagnosticos ltda valor 582.15 d,504,clientes
prestacao servicos conforme nf 959 instituto presbiteriano mackenzie valor 1320.96 d,504,clientes
prestacao servicos conforme nf 960 apci diagnosticos medicos ss ltda valor 1100.00 d,504,clientes
prestacao servicos conforme nf 961 laboratorio patologia dr menezes ltda valor 100.00 d,504,clientes
prestacao servicos conforme nf 962 branne laboratorio patologia ltda valor 6000.00 d,504,clientes
recebimento cliente valor 656.00 c,504,clientes
recebimento cliente valor 189.28 c,504,clientes
recebimento cliente valor 155.99 c,504,clientes
recebimento cliente valor 645.00 c,504,clientes
recebimento cliente valor 6000.00 c,504,clientes
prestacao servicos conforme nf 963 gastrocentro umc diagnosticos medicos ltda valor 759.19 d,504,clientes
prestacao servicos conforme nf 964 pathology diagnosticos medicina ltda valor 500.00 d,504,clientes
recebimento cliente valor 550.00 c,504,clientes
recebimento cliente valor 400.00 c,504,clientes
prestacao servicos conforme nf 965 centro integrado citologia e colposcopia valor 1003.13 d,504,clientes
prestacao servicos conforme nf 966 biopsia laboratorio anatomopatologia e citopatologia ltda valor 100.00 d,504,clientes
prestacao servicos conforme nf 967 biopsia laboratorio anatomopatologia e citopatologia ltda valor 737.04 d,504,clientes
prestacao servicos conforme nf 968 branne laboratorio patologia ltda valor 1995.61 d,504,clientes
prestacao servicos conforme nf 969 laboratorio patologia kcm sociedade medica ltda epp valor 1780.00 d,504,clientes
prestacao servicos conforme nf 970 dlc diagnosticos valor 1800.00 d,504,clientes
prestacao servicos conforme nf 971 lapac laboratorio anatomia patologica e citopatologia ltda valor 70.00 d,504,clientes
prestacao servicos conforme nf 972 laps laboratorio anatomo patologico serapiao sc ltda epp valor 739.69 d,504,clientes
prestacao servicos conforme nf 973 centro citologico imperatriz ltda valor 600.00 d,504,clientes
prestacao servicos conforme nf 974 macro e micro anatomia patologia ss valor 5900.00 d,504,clientes
prestacao servicos conforme nf 975 laboratorio oikawa eireli valor 900.00 d,504,clientes
prestacao servicos conforme nf 976 dlc diagnosticos valor 1000.00 d,504,clientes
prestacao servicos conforme nf 977 macro e micro anatomia patologia ss valor 350.00 d,504,clientes
prestacao servicos conforme nf 978 liga paranaense combate ao cancer valor 1380.00 d,504,clientes
prestacao servicos conforme nf 979 pathology diagnosticos medicina ltda valor 374.00 d,504,clientes
prestacao servicos conforme nf 980 lgl assessoria medica ltda valor 908.69 d,504,clientes
prestacao servicos conforme nf 981 centro diagnostico patologia ltda valor 1314.10 d,504,clientes
prestacao servicos conforme nf 982 50236 laboratorio anatomia patologic valor 956.62 d,504,clientes
prestacao servicos conforme nf 983 laboratorio patologia dr menezes ltda valor 1302.39 d,504,clientes
prestacao servicos conforme nf 984 instituto patologia aracatuba ltda valor 3337.83 d,504,clientes
prestacao servicos conforme nf 985 instituto patologia aracatuba ltda valor 500.00 d,504,clientes
prestacao servicos conforme nf 986 rezende e bringel medicina diagnostica ltda valor 358.73 d,504,clientes
prestacao servicos conforme nf 987 citodiagnostico ss ltda valor 703.12 d,504,clientes
prestacao servicos conforme nf 988 clientes diversos valor 158.84 d,504,clientes
prestacao servicos conforme nf 989 citopar centro cito patologia parana ltda valor 520.82 d,504,clientes
prestacao servicos conforme nf 990 citopar centro cito patologia parana ltda valor 3176.32 d,504,clientes
prestacao servicos conforme nf 991 lgr patologia ltda valor 2615.90 d,504,clientes
prestacao servicos conforme nf 992 centro apoio patologia guarapuava valor 1317.53 d,504,clientes
prestacao servicos conforme nf 993 anatomia patologica e citologia valor 222.85 d,504,clientes
prestacao servicos conforme nf 996 dlc diagnosticos valor 3291.50 d,504,clientes
prestacao servicos conforme nf 998 karla patricia casemiro valor 1102.55 d,504,clientes
prestacao servicos conforme nf 999 rdb analises clinicas ltda valor 1530.10 d,504,clientes
prestacao servicos conforme nf 1000 clinica bem estar ltda epp valor 565.06 d,504,clientes
prestacao servicos conforme nf 1001 incito instituto citopatologia e anatomia patologica piaui ltda valor 637.53 d,504,clientes
prestacao servicos conforme nf 1002 clientes diversos valor 1624.46 d,504,clientes
prestacao servicos conforme nf 1003 instituto patologia oeste valor 500.00 d,504,clientes
prestacao servicos conforme nf 1004 imunocore laboratorio patologia ltda valor 580.00 d,504,clientes
prestacao servicos conforme nf 1005 citopar centro cito patologia parana ltda valor 150.00 d,504,clientes
prestacao servicos conforme nf 1006 dlc diagnosticos valor 2800.00 d,504,clientes
prestacao servicos conforme nf 1007 50236 laboratorio anatomia patologic valor 437.50 d,504,clientes
prestacao servicos conforme nf 1008 lgl assessoria medica ltda valor 1500.00 d,504,clientes
recebimento cliente valor 1800.00 c,504,clientes
recebimento cliente valor 5900.00 c,504,clientes
prestacao servicos conforme nf 1009 mikros tj anatomia patologica e citologica valor 1995.61 d,504,clientes
prestacao servicos conforme nf 1010 nadia aparecida lorencette anatomia patologia ltda valor 1050.57 d,504,clientes
prestacao servicos conforme nf 1011 lapac laboratorio anatomia patologica e citopatologia ltda valor 982.09 d,504,clientes
prestacao servicos conforme nf 1012 instituto anatomia patologica e citopatologia dkj ltda me valor 891.00 d,504,clientes
prestacao servicos conforme nf 1013 moreira junior valor 770.06 d,504,clientes
prestacao servicos conforme nf 1014 moreira junior valor 300.00 d,504,clientes
prestacao servicos conforme nf 1015 laboratorio patologia concordia ltda valor 1010.97 d,504,clientes
prestacao servicos conforme nf 1016 gastroclinica ltda valor 200.00 d,504,clientes
prestacao servicos conforme nf 1017 citopar centro cito patologia parana ltda valor 210.00 d,504,clientes
prestacao servicos conforme nf 1018 citolabor laboratorio clinico ltda valor 380.00 d,504,clientes
prestacao servicos conforme nf 1019 bml patologia eireli valor 500.00 d,504,clientes
prestacao servicos conforme nf 1020 instituto gastroenterologia uberlandia ltda valor 700.00 d,504,clientes
prestacao servicos conforme nf 1021 laboratorio patologia vdo s valor 3500.00 d,504,clientes
prestacao servicos conforme nf 1022 dlc diagnosticos valor 180.00 d,504,clientes
prestacao servicos conforme nf 1023 dlc diagnosticos valor 155.68 d,504,clientes
prestacao servicos conforme nf 1024 bml patologia eireli valor 500.00 d,504,clientes
recebimento cliente valor 1000.00 c,504,clientes
prestacao servicos conforme nf 1025 mikros tj anatomia patologica e citologica valor 165.48 d,504,clientes
prestacao servicos conforme nf 1026 lapac laboratorio anatomia patologica e citopatologia ltda valor 182.78 d,504,clientes
prestacao servicos conforme nf 1027 lgl assessoria medica ltda valor 688.00 d,504,clientes
prestacao servicos conforme nf 1028 lgl assessoria medica ltda valor 1398.33 d,504,clientes
prestacao servicos conforme nf 1029 lgl assessoria medica ltda valor 3400.00 d,504,clientes
prestacao servicos conforme nf 1030 anatomia patologica e citologia valor 2450.00 d,504,clientes
prestacao servicos conforme nf 1031 cpda centro procedimentos diagnosticos amazonia ltda valor 950.00 d,504,clientes
prestacao servicos conforme nf 1032 laps laboratorio anatomo patologico serapiao sc ltda epp valor 300.00 d,504,clientes
prestacao servicos conforme nf 1033 fundacao abc unidade apoio administrativo valor 1600.00 d,504,clientes
prestacao servicos conforme nf 1034 php patologia humana diagnostica ltda valor 2066.26 d,504,clientes
prestacao servicos conforme nf 1035 php patologia humana diagnostica ltda valor 190.00 d,504,clientes
prestacao servicos conforme nf 1036 anatomia patologica e citologia valor 450.00 d,504,clientes
prestacao servicos conforme nf 1037 cpm laboratorio patocito caxias ltda valor 380.00 d,504,clientes
prestacao servicos conforme nf 1038 cpm laboratorio patocito caxias ltda valor 3208.58 d,504,clientes
prestacao servicos conforme nf 1039 cpm laboratorio patocito caxias ltda valor 1100.02 d,504,clientes
prestacao servicos conforme nf 1040 cpm laboratorio patocito caxias ltda valor 519.83 d,504,clientes
prestacao servicos conforme nf 1041 bml patologia eireli valor 2717.07 d,504,clientes
prestacao servicos conforme nf 1042 laboratorio patologia dr menezes ltda valor 100.00 d,504,clientes
prestacao servicos conforme nf 1043 centro integrado citologia e colposcopia valor 1003.13 d,504,clientes
prestacao servicos conforme nf 1044 centro diagnostico anatomia patologica e analises clinicas ltda valor 988.05 d,504,clientes
recebimento cliente valor 437.50 c,504,clientes
recebimento cliente valor 2800.00 c,504,clientes
prestacao servicos conforme nf 1045 macro e micro anatomia patologia ss valor 3320.96 d,504,clientes
prestacao servicos conforme nf 1046 macro e micro anatomia patologia ss valor 350.00 d,504,clientes
prestacao servicos conforme nf 1047 dlc diagnosticos valor 300.00 d,504,clientes
prestacao servicos conforme nf 1048 mikros tj anatomia patologica e citologica valor 200.00 d,504,clientes
prestacao servicos conforme nf 1049 mikros tj anatomia patologica e citologica valor 500.00 d,504,clientes
prestacao servicos conforme nf 1050 lgl assessoria medica ltda valor 295.00 d,504,clientes
recebimento cliente valor 2491.54 c,504,clientes
recebimento cliente valor 165.48 c,504,clientes
recebimento cliente valor 1398.33 c,504,clientes
recebimento cliente valor 688.00 c,504,clientes
prestacao servicos conforme nf 1051 endovita ltda valor 250.37 d,504,clientes
prestacao servicos conforme nf 1052 diagnosticos falcao ltda valor 900.00 d,504,clientes
prestacao servicos conforme nf 1053 patho diagnose ctro diagn medico pat ss ltda valor 1393.89 d,504,clientes
prestacao servicos conforme nf 1054 laco labortorio ltda valor 815.30 d,504,clientes
prestacao servicos conforme nf 1055 citopat laboratorio patologia ltda valor 1297.74 d,504,clientes
prestacao servicos conforme nf 1056 cpda centro procedimentos diagnosticos amazonia ltda valor 927.91 d,504,clientes
prestacao servicos conforme nf 1057 apci diagnosticos medicos ss ltda valor 1100.00 d,504,clientes
prestacao servicos conforme nf 1058 lgl assessoria medica ltda valor 3400.00 d,504,clientes
prestacao servicos conforme nf 1059 clientes diversos valor 1962.01 d,504,clientes
prestacao servicos conforme nf 1060 gastrocentro umc diagnosticos medicos ltda valor 759.19 d,504,clientes
recebimento cliente valor 206.85 c,504,clientes
recebimento cliente valor 184.31 c,504,clientes
recebimento cliente valor 204.92 c,504,clientes
recebimento cliente valor 186.16 c,504,clientes
recebimento cliente valor 182.78 c,504,clientes
recebimento cliente valor 188.01 c,504,clientes
recebimento cliente valor 208.90 c,504,clientes
prestacao servicos conforme nf 1061 laboratorio colpat ltda epp valor 180.00 d,504,clientes
prestacao servicos conforme nf 1062 laboratorio colpat ltda epp valor 200.00 d,504,clientes
prestacao servicos conforme nf 1063 laboratorio colpat ltda epp valor 184.31 d,504,clientes
prestacao servicos conforme nf 1064 laboratorio colpat ltda epp valor 206.85 d,504,clientes
prestacao servicos conforme nf 1065 laboratorio colpat ltda epp valor 208.90 d,504,clientes
prestacao servicos conforme nf 1066 laboratorio colpat ltda epp valor 180.00 d,504,clientes
prestacao servicos conforme nf 1067 instituto presbiteriano mackenzie valor 1320.96 d,504,clientes
prestacao servicos conforme nf 1068 branne laboratorio patologia ltda valor 250.00 d,504,clientes
prestacao servicos conforme nf 1069 laboratorio patologia kcm sociedade medica ltda epp valor 1780.00 d,504,clientes
prestacao servicos conforme nf 1070 bml patologia eireli valor 500.00 d,504,clientes
prestacao servicos conforme nf 1071 lapac laboratorio anatomia patologica e citopatologia ltda valor 70.00 d,504,clientes
prestacao servicos conforme nf 1072 laps laboratorio anatomo patologico serapiao sc ltda epp valor 739.69 d,504,clientes
prestacao servicos conforme nf 1073 centro citologico imperatriz ltda valor 600.00 d,504,clientes
prestacao servicos conforme nf 1074 anatomia patologica e citologia valor 222.85 d,504,clientes
prestacao servicos conforme nf 1075 pathology diagnosticos medicina ltda valor 374.00 d,504,clientes
prestacao servicos conforme nf 1076 laboratorio oikawa eireli valor 900.00 d,504,clientes
prestacao servicos conforme nf 1077 50236 laboratorio anatomia patologic valor 956.62 d,504,clientes
prestacao servicos conforme nf 1078 centro diagnostico patologia ltda valor 1314.10 d,504,clientes
prestacao servicos conforme nf 1079 lgl assessoria medica ltda valor 908.69 d,504,clientes
prestacao servicos conforme nf 1080 liga paranaense combate ao cancer valor 1380.00 d,504,clientes
recebimento cliente valor 306.30 c,504,clientes
recebimento cliente valor 3392.10 c,504,clientes
recebimento cliente valor 306.09 c,504,clientes
prestacao servicos conforme nf 1081 citomed diagnosticos ltda valor 582.15 d,504,clientes
prestacao servicos conforme nf 1082 gastroclinica ltda valor 333.11 d,504,clientes
prestacao servicos conforme nf 1083 laboratorio patologia dr menezes ltda valor 1302.39 d,504,clientes
prestacao servicos conforme nf 1084 biopsia laboratorio anatomopatologia e citopatologia ltda valor 100.00 d,504,clientes
prestacao servicos conforme nf 1085 biopsia laboratorio anatomopatologia e citopatologia ltda valor 737.04 d,504,clientes
prestacao servicos conforme nf 1086 citopar centro cito patologia parana ltda valor 3392.10 d,504,clientes
prestacao servicos conforme nf 1087 instituto patologia aracatuba ltda valor 3337.83 d,504,clientes
prestacao servicos conforme nf 1088 clientes diversos valor 1624.46 d,504,clientes
prestacao servicos conforme nf 1089 centro apoio patologia guarapuava valor 1317.53 d,504,clientes
prestacao servicos conforme nf 1090 rezende e bringel medicina diagnostica ltda valor 358.73 d,504,clientes
prestacao servicos conforme nf 1091 rdb analises clinicas ltda valor 1530.10 d,504,clientes
prestacao servicos conforme nf 1092 karla patricia casemiro valor 1102.55 d,504,clientes
prestacao servicos conforme nf 1093 karla patricia casemiro valor 250.00 d,504,clientes
prestacao servicos conforme nf 1094 incito instituto citopatologia e anatomia patologica piaui ltda valor 637.53 d,504,clientes
prestacao servicos conforme nf 1095 clinica bem estar ltda epp valor 565.06 d,504,clientes
prestacao servicos conforme nf 1096 lgr patologia ltda valor 2615.90 d,504,clientes
prestacao servicos conforme nf 1097 cpda centro procedimentos diagnosticos amazonia ltda valor 250.00 d,504,clientes
prestacao servicos conforme nf 1098 lgl assessoria medica ltda valor 1500.00 d,504,clientes
prestacao servicos conforme nf 1099 nadia aparecida lorencette anatomia patologia ltda valor 1050.57 d,504,clientes
prestacao servicos conforme nf 1100 dlc diagnosticos valor 1800.00 d,504,clientes
prestacao servicos conforme nf 1101 gastroclinica ltda valor 200.00 d,504,clientes
prestacao servicos conforme nf 1102 imunocore laboratorio patologia ltda valor 580.00 d,504,clientes
prestacao servicos conforme nf 1103 laboratorio patologia concordia ltda valor 1010.97 d,504,clientes
prestacao servicos conforme nf 1104 branne laboratorio patologia ltda valor 1995.61 d,504,clientes
prestacao servicos conforme nf 1105 clientes diversos valor 158.84 d,504,clientes
prestacao servicos conforme nf 1106 citopar centro cito patologia parana ltda valor 150.00 d,504,clientes
prestacao servicos conforme nf 1107 lapac laboratorio anatomia patologica e citopatologia ltda valor 982.09 d,504,clientes
prestacao servicos conforme nf 1108 laco labortorio ltda valor 815.30 d,504,clientes
prestacao servicos conforme nf 1109 moreira junior valor 300.00 d,504,clientes
prestacao servicos conforme nf 1110 moreira junior valor 770.06 d,504,clientes
prestacao servicos conforme nf 1111 citopar centro cito patologia parana ltda valor 210.00 d,504,clientes
prestacao servicos conforme nf 1112 instituto anatomia patologica e citopatologia dkj ltda me valor 891.00 d,504,clientes
recebimento cliente valor 227.37 c,504,clientes
prestacao servicos conforme nf 1113 gastroclinica ltda valor 300.00 d,504,clientes
prestacao servicos conforme nf 1114 laboratorio colpat ltda epp valor 375.00 d,504,clientes
prestacao servicos conforme nf 1115 centro apoio patologia guarapuava valor 800.00 d,504,clientes
prestacao servicos conforme nf 1116 citopar centro cito patologia parana ltda valor 450.00 d,504,clientes
prestacao servicos conforme nf 1117 centro apoio patologia guarapuava valor 350.00 d,504,clientes
prestacao servicos conforme nf 1118 gastrocentro centro endoscopia aparelho digestivo ltda valor 760.00 d,504,clientes
prestacao servicos conforme nf 1119 laboratorio patologia vdo s valor 3500.00 d,504,clientes
prestacao servicos conforme nf 1120 instituto gastroenterologia uberlandia ltda valor 700.00 d,504,clientes
prestacao servicos conforme nf 1121 mikros tj anatomia patologica e citologica valor 209.72 d,504,clientes
