27/02/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,500.00,,"8,373.45d",,,,,,"8,273.40d",,
27/02/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,500.00,,"7,873.45d",,,,,,"7,773.40d",,
28/02/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 822 - LABORATORIO DE PATOLOGIA V.DO S ,,,,,,,,,,411,,"3,500.00",,,,"11,373.45d",,,,,,"11,273.40d",,
28/02/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 823 - MIKROS - TJ ANATOMIA PATOLÓGICA E CITOLÓGICA ,,,,,,,,,,411,,"1,995.61",,,,"13,369.06d",,,,,,"13,269.01d",,
28/02/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 824 - DLC DIAGNOSTICOS ,,,,,,,,,,411,,155.68,,,,"13,524.74d",,,,,,"13,424.69d",,
28/02/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 825 - DLC DIAGNOSTICOS ,,,,,,,,,,411,,180.00,,,,"13,704.74d",,,,,,"13,604.69d",,
28/02/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 826 - BML PATOLOGIA EIRELI ,,,,,,,,,,411,,500.00,,,,"14,204.74d",,,,,,"14,104.69d",,
28/02/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,210.00,,"13,994.74d",,,,,,"13,894.69d",,
28/02/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,637.53,,"13,357.21d",,,,,,"13,257.16d",,
28/02/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"3,291.50",,"10,065.71d",,,,,,"9,965.66d",,
28/02/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,908.69,,"9,157.02d",,,,,,"9,056.97d",,
28/02/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,900.00,,"8,257.02d",,,,,,"8,156.97d",,
28/02/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,891.00,,"7,366.02d",,,,,,"7,265.97d",,
03/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 827 - INSTITUTO DE ANATOMIA PATOLOGICA E CITOPATOLOGIA DKJ LTDA - ME ,,,,,,,,,,411,,891.00,,,,891.00d,,,,,,"8,156.97d",,
03/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 828 - INCITO - INSTITUTO DE CITOPATOLOGIA E ANATOMIA PATOLOGICA DO PIAUI LTDA ,,,,,,,,,,411,,637.53,,,,"1,528.53d",,,,,,"8,794.50d",,
03/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 829 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,411,,210.00,,,,"1,738.53d",,,,,,"9,004.50d",,
03/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 830 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,411,,"1,372.89",,,,"3,111.42d",,,,,,"10,377.39d",,
03/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 831 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,411,,674.00,,,,"3,785.42d",,,,,,"11,051.39d",,
04/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 832 - MIKROS - TJ ANATOMIA PATOLÓGICA E CITOLÓGICA ,,,,,,,,,,411,,205.66,,,,"3,991.08d",,,,,,"11,257.05d",,
04/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 833 - LAPAC LABORATÓRIO DE ANATOMIA PATOLÓGICA E CITOPATOLOGIA LTDA ,,,,,,,,,,411,,140.79,,,,"4,131.87d",,,,,,"11,397.84d",,
05/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 834 - ANATOMIA PATOLÓGICA E CITOLOGIA ,,,,,,,,,,411,,"2,450.00",,,,"6,581.87d",,,,,,"13,847.84d",,
05/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 835 - ANATOMIA PATOLÓGICA E CITOLOGIA ,,,,,,,,,,411,,450.00,,,,"7,031.87d",,,,,,"14,297.84d",,
05/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 836 - PHP PATOLOGIA HUMANA DIAGNOSTICA LTDA ,,,,,,,,,,411,,"2,066.26",,,,"9,098.13d",,,,,,"16,364.10d",,
05/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 837 - CPM LABORATORIO PATOCITO CAXIAS LTDA ,,,,,,,,,,411,,380.00,,,,"9,478.13d",,,,,,"16,744.10d",,
05/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 838 - CPM LABORATORIO PATOCITO CAXIAS LTDA ,,,,,,,,,,411,,519.83,,,,"9,997.96d",,,,,,"17,263.93d",,
05/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 839 - CPM LABORATORIO PATOCITO CAXIAS LTDA ,,,,,,,,,,411,,"1,100.02",,,,"11,097.98d",,,,,,"18,363.95d",,
05/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 840 - CPM LABORATORIO PATOCITO CAXIAS LTDA ,,,,,,,,,,411,,"3,208.58",,,,"14,306.56d",,,,,,"21,572.53d",,
05/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,340.00,,"13,966.56d",,,,,,"21,232.53d",,
05/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,100.00,,"13,866.56d",,,,,,"21,132.53d",,
05/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,374.00,,"13,492.56d",,,,,,"20,758.53d",,
06/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 841 - FUNDACAO DO ABC – UNIDADE DE APOIO ADMINISTRATIVO ,,,,,,,,,,411,,"1,600.00",,,,"15,092.56d",,,,,,"22,358.53d",,
06/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 842 - BML PATOLOGIA EIRELI ,,,,,,,,,,411,,"2,717.07",,,,"17,809.63d",,,,,,"25,075.60d",,
06/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 843 - LABORATORIO DE PATOLOGIA DR MENEZES LTDA ,,,,,,,,,,411,,100.00,,,,"17,909.63d",,,,,,"25,175.60d",,
06/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 844 - INSTITUTO DE GASTROENTEROLOGIA DE UBERLANDIA LTDA ,,,,,,,,,,411,,700.00,,,,"18,609.63d",,,,,,"25,875.60d",,
06/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,988.05,,"17,621.58d",,,,,,"24,887.55d",,
06/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,250.37,,"17,371.21d",,,,,,"24,637.18d",,
06/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,950.00,,"16,421.21d",,,,,,"23,687.18d",,
07/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 846 - ENDOVITA LTDA ,,,,,,,,,,411,,250.37,,,,"16,671.58d",,,,,,"23,937.55d",,
07/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 847 - CENTRO DE DIAGNOSTICO EM ANATOMIA PATOLOGICA E ANALISES CLINICAS LTDA ,,,,,,,,,,411,,988.05,,,,"17,659.63d",,,,,,"24,925.60d",,
07/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,255.08,,"17,404.55d",,,,,,"24,670.52d",,
07/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,962.01",,"15,442.54d",,,,,,"22,708.51d",,
10/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 848 - MACRO E MICRO - ANATOMIA PATOLOGIA S/S ,,,,,,,,,,411,,"3,320.96",,,,"18,763.50d",,,,,,"26,029.47d",,
10/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 849 - MIKROS - TJ ANATOMIA PATOLÓGICA E CITOLÓGICA ,,,,,,,,,,411,,200.00,,,,"18,963.50d",,,,,,"26,229.47d",,
10/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 850 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,411,,295.00,,,,"19,258.50d",,,,,,"26,524.47d",,
10/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 851 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,411,,900.00,,,,"20,158.50d",,,,,,"27,424.47d",,
10/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 852 - CLIENTES DIVERSOS ,,,,,,,,,,411,,"1,962.01",,,,"22,120.51d",,,,,,"29,386.48d",,
10/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 853 - APCI DIAGNOSTICOS MÉDICOS S/S LTDA ,,,,,,,,,,411,,"1,100.00",,,,"23,220.51d",,,,,,"30,486.48d",,
10/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 854 - PATHO DIAGNOSE CTRO DE DIAGN. MÉDICO PAT. S/S LTDA ,,,,,,,,,,411,,"1,393.89",,,,"24,614.40d",,,,,,"31,880.37d",,
10/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 855 - CITOPAT LABORATÓRIO DE PATOLOGIA LTDA ,,,,,,,,,,411,,"1,297.74",,,,"25,912.14d",,,,,,"33,178.11d",,
10/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,500.00,,"25,412.14d",,,,,,"32,678.11d",,
10/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,927.91,,"24,484.23d",,,,,,"31,750.20d",,
10/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,995.61",,"22,488.62d",,,,,,"29,754.59d",,
10/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,297.74",,"21,190.88d",,,,,,"28,456.85d",,
10/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,700.00,,"20,490.88d",,,,,,"27,756.85d",,
10/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,393.89",,"19,096.99d",,,,,,"26,362.96d",,
10/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"3,500.00",,"15,596.99d",,,,,,"22,862.96d",,
10/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,100.00",,"14,496.99d",,,,,,"21,762.96d",,
10/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"3,400.00",,"11,096.99d",,,,,,"18,362.96d",,
10/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"2,450.00",,"8,646.99d",,,,,,"15,912.96d",,
11/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 856 - CPDA CENTRO DE PROCEDIMENTOS DIAGNÓSTICOS DA AMAZONIA LTDA ,,,,,,,,,,411,,927.91,,,,"9,574.90d",,,,,,"16,840.87d",,
11/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 857 - BML PATOLOGIA EIRELI ,,,,,,,,,,411,,500.00,,,,"10,074.90d",,,,,,"17,340.87d",,
11/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 858 - DIAGNOSTICOS FALCAO LTDA ,,,,,,,,,,411,,900.00,,,,"10,974.90d",,,,,,"18,240.87d",,
11/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,380.00,,"10,594.90d",,,,,,"17,860.87d",,
11/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,155.68,,"10,439.22d",,,,,,"17,705.19d",,
11/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,180.00,,"10,259.22d",,,,,,"17,525.19d",,
11/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,900.00,,"9,359.22d",,,,,,"16,625.19d",,
12/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 859 - CITOLABOR LABORATORIO CLINICO LTDA. ,,,,,,,,,,411,,380.00,,,,"9,739.22d",,,,,,"17,005.19d",,
12/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 860 - CITOMED DIAGNOSTICOS LTDA ,,,,,,,,,,411,,582.15,,,,"10,321.37d",,,,,,"17,587.34d",,
12/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,739.69,,"9,581.68d",,,,,,"16,847.65d",,
12/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,582.15,,"8,999.53d",,,,,,"16,265.50d",,
13/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 861 - GASTROCENTRO UMC DIAGNÓSTICOS MÉDICOS LTDA ,,,,,,,,,,411,,759.19,,,,"9,758.72d",,,,,,"17,024.69d",,
13/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 862 - LAPS LABORATORIO ANATOMO PATOLOGICO SERAPIAO S/C LTDA EPP ,,,,,,,,,,411,,739.69,,,,"10,498.41d",,,,,,"17,764.38d",,
13/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,320.96",,"9,177.45d",,,,,,"16,443.42d",,
13/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,003.13",,"8,174.32d",,,,,,"15,440.29d",,
13/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,674.00,,"7,500.32d",,,,,,"14,766.29d",,
13/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,372.89",,"6,127.43d",,,,,,"13,393.40d",,
13/03/2025,,,,,CRÉD.TED-STR FUNDACAO DO ABC,,,,,,,,,,5074,,,,"1,600.00",,"4,527.43d",,,,,,"11,793.40d",,
14/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 863 - CENTRO INTEGRADO DE CITOLOGIA E COLPOSCOPIA ,,,,,,,,,,411,,"1,003.13",,,,"5,530.56d",,,,,,"12,796.53d",,
14/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 864 - INSTITUTO PRESBITERIANO MACKENZIE ,,,,,,,,,,411,,"1,320.96",,,,"6,851.52d",,,,,,"14,117.49d",,
14/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,140.79,,"6,710.73d",,,,,,"13,976.70d",,
14/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,205.66,,"6,505.07d",,,,,,"13,771.04d",,
14/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,956.62,,"5,548.45d",,,,,,"12,814.42d",,
17/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 865 - BML PATOLOGIA EIRELI ,,,,,,,,,,411,,500.00,,,,"6,048.45d",,,,,,"13,314.42d",,
17/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 866 - PHP PATOLOGIA HUMANA DIAGNOSTICA LTDA ,,,,,,,,,,411,,190.00,,,,"6,238.45d",,,,,,"13,504.42d",,
17/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"2,717.07",,"3,521.38d",,,,,,"10,787.35d",,
17/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,450.00,,"3,071.38d",,,,,,"10,337.35d",,
17/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,333.11,,"2,738.27d",,,,,,"10,004.24d",,
17/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,100.02",,"1,638.25d",,,,,,"8,904.22d",,
17/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,519.83,,"1,118.42d",,,,,,"8,384.39d",,
17/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"3,208.58",,"2,090.16c",,,,,,"5,175.81d",,
17/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,380.00,,"2,470.16c",,,,,,"4,795.81d",,
17/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"3,337.83",,"5,807.99c",,,,,,"1,457.98d",,
17/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,780.00",,"7,587.99c",,,,,,322.02c,,
18/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 867 - ANATOMIA PATOLÓGICA E CITOLOGIA ,,,,,,,,,,411,,222.85,,,,"7,365.14c",,,,,,99.17c,,
18/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 868 - LABORATORIO OIKAWA EIRELI ,,,,,,,,,,411,,900.00,,,,"6,465.14c",,,,,,800.83d,,
18/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 869 - LABORATORIO DE PATOLOGIA KCM SOCIEDADE MEDICA LTDA - EPP ,,,,,,,,,,411,,"1,780.00",,,,"4,685.14c",,,,,,"2,580.83d",,
18/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 870 - INSTITUTO DE PATOLOGIA DE ARAÇATUBA LTDA ,,,,,,,,,,411,,"3,337.83",,,,"1,347.31c",,,,,,"5,918.66d",,
18/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 871 - GASTRO-CLINICA LTDA ,,,,,,,,,,411,,333.11,,,,"1,014.20c",,,,,,"6,251.77d",,
18/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 872 - LAPAC LABORATÓRIO DE ANATOMIA PATOLÓGICA E CITOPATOLOGIA LTDA ,,,,,,,,,,411,,70.00,,,,944.20c,,,,,,"6,321.77d",,
18/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,600.00,,"1,544.20c",,,,,,"5,721.77d",,
18/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,530.10",,"3,074.30c",,,,,,"4,191.67d",,
18/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,70.00,,"3,144.30c",,,,,,"4,121.67d",,
18/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"2,066.26",,"5,210.56c",,,,,,"2,055.41d",,
18/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,190.00,,"5,400.56c",,,,,,"1,865.41d",,
19/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 873 - RDB ANALISES CLINICAS LTDA. ,,,,,,,,,,411,,"1,530.10",,,,"3,870.46c",,,,,,"3,395.51d",,
19/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 874 - CENTRO CITOLOGICO DE IMPERATRIZ LTDA ,,,,,,,,,,411,,600.00,,,,"3,270.46c",,,,,,"3,995.51d",,
19/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,302.39",,"4,572.85c",,,,,,"2,693.12d",,
19/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"3,320.96",,"7,893.81c",,,,,,627.84c,,
20/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 875 - LIGA PARANAENSE DE COMBATE AO CANCER ,,,,,,,,,,411,,"1,380.00",,,,"6,513.81c",,,,,,752.16d,,
20/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 876 - DLC DIAGNOSTICOS ,,,,,,,,,,411,,"3,291.50",,,,"3,222.31c",,,,,,"4,043.66d",,
20/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 877 - 50236: LABORATORIO DE ANATOMIA PATOLOGIC ,,,,,,,,,,411,,956.62,,,,"2,265.69c",,,,,,"5,000.28d",,
20/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 878 - CENTRO DIAGNOSTICO DE PATOLOGIA LTDA ,,,,,,,,,,411,,"1,314.10",,,,951.59c,,,,,,"6,314.38d",,
20/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 879 - PATHOLOGY DIAGNOSTICOS EM MEDICINA LTDA ,,,,,,,,,,411,,374.00,,,,577.59c,,,,,,"6,688.38d",,
20/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 880 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,411,,908.69,,,,331.10d,,,,,,"7,597.07d",,
20/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,565.06,,233.96c,,,,,,"7,032.01d",,
20/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,580.00,,813.96c,,,,,,"6,452.01d",,
20/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,317.53",,"2,131.49c",,,,,,"5,134.48d",,
20/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,624.46",,"3,755.95c",,,,,,"3,510.02d",,
20/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,295.00,,"4,050.95c",,,,,,"3,215.02d",,
20/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,358.73,,"4,409.68c",,,,,,"2,856.29d",,
20/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"3,176.32",,"7,586.00c",,,,,,320.03c,,
21/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 881 - LABORATORIO DE PATOLOGIA DR MENEZES LTDA ,,,,,,,,,,411,,"1,302.39",,,,"6,283.61c",,,,,,982.36d,,
21/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 882 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,411,,"3,176.32",,,,"3,107.29c",,,,,,"4,158.68d",,
21/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 883 - REZENDE E BRINGEL MEDICINA DIAGNOSTICA LTDA ,,,,,,,,,,411,,358.73,,,,"2,748.56c",,,,,,"4,517.41d",,
21/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 884 - CLIENTES DIVERSOS ,,,,,,,,,,411,,"1,624.46",,,,"1,124.10c",,,,,,"6,141.87d",,
21/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 885 - CENTRO DE APOIO EM PATOLOGIA DE GUARAPUAVA ,,,,,,,,,,411,,"1,317.53",,,,193.43d,,,,,,"7,459.40d",,
21/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 886 - IMUNOCORE LABORATORIO DE PATOLOGIA LTDA ,,,,,,,,,,411,,580.00,,,,773.43d,,,,,,"8,039.40d",,
21/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 887 - CLINICA DE BEM ESTAR LTDA - EPP ,,,,,,,,,,411,,564.06,,,,"1,337.49d",,,,,,"8,603.46d",,
21/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,250.00,,"1,087.49d",,,,,,"8,353.46d",,
21/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,102.55",,15.06c,,,,,,"7,250.91d",,
21/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,200.00,,215.06c,,,,,,"7,050.91d",,
21/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,900.00,,"1,115.06c",,,,,,"6,150.91d",,
24/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 888 - KARLA PATRICIA CASEMIRO ,,,,,,,,,,411,,"1,102.55",,,,12.51c,,,,,,"7,253.46d",,
24/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 889 - KARLA PATRICIA CASEMIRO ,,,,,,,,,,411,,250.00,,,,237.49d,,,,,,"7,503.46d",,
24/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 890 - BRANNE LABORATORIO DE PATOLOGIA LTDA ,,,,,,,,,,411,,"1,995.61",,,,"2,233.10d",,,,,,"9,499.07d",,
24/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 891 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,411,,200.00,,,,"2,433.10d",,,,,,"9,699.07d",,
24/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"3,478.64",,"1,045.54c",,,,,,"6,220.43d",,
24/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,737.04,,"1,782.58c",,,,,,"5,483.39d",,
24/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,100.00,,"1,882.58c",,,,,,"5,383.39d",,
24/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,200.00,,"2,082.58c",,,,,,"5,183.39d",,
24/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,759.19,,"2,841.77c",,,,,,"4,424.20d",,
24/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,995.61",,"4,837.38c",,,,,,"2,428.59d",,
25/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,050.57",,"5,887.95c",,,,,,"1,378.02d",,
25/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,010.97",,"6,898.92c",,,,,,367.05d,,
25/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"2,615.90",,"9,514.82c",,,,,,"2,248.85c",,
25/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,150.00,,"9,664.82c",,,,,,"2,398.85c",,
25/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,158.84,,"9,823.66c",,,,,,"2,557.69c",,
25/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,222.85,,"10,046.51c",,,,,,"2,780.54c",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 892 - GASTRO-CLINICA LTDA ,,,,,,,,,,411,,200.00,,,,"9,846.51c",,,,,,"2,580.54c",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 893 - BIÓPSIA - LABORATÓRIO DE ANATOMOPATOLOGIA E CITOPATOLOGIA LTDA ,,,,,,,,,,411,,100.00,,,,"9,746.51c",,,,,,"2,480.54c",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 894 - BIÓPSIA - LABORATÓRIO DE ANATOMOPATOLOGIA E CITOPATOLOGIA LTDA ,,,,,,,,,,411,,737.04,,,,"9,009.47c",,,,,,"1,743.50c",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 895 - CENPAT - JOAO BOSCO PARENTES VIEIRA ,,,,,,,,,,411,,"3,478.64",,,,"5,530.83c",,,,,,"1,735.14d",,
